"Intent","Mechanism","Sex","Age Group","Estimated Number","Population","Crude Rate","Age-Adjusted Rate"
"Unintentional (Includes undetermined)","Foreign Body","Females","40 to 44","9,724","10,885,893","89.33","--"
"Unintentional (Includes undetermined)","Foreign Body","Females","45 to 49","8,903","9,930,655","89.66","--"
"Unintentional (Includes undetermined)","Foreign Body","Females","50 to 54","8,615","10,376,017","83.03","--"
"Unintentional (Includes undetermined)","Foreign Body","Females","55 to 59","8,789","10,439,866","84.18","--"
"Unintentional (Includes undetermined)","Foreign Body","Females","60 to 64","7,577","10,910,700","69.44","--"
"Unintentional (Includes undetermined)","Foreign Body","Females","65 to 69","7,310","10,025,468","72.91","--"
"Unintentional (Includes undetermined)","Foreign Body","Females","70 to 74","6,839","8,324,736","82.15","--"
"Unintentional (Includes undetermined)","Foreign Body","Females","75 to 79","6,394","6,221,394","102.78","--"
"Unintentional (Includes undetermined)","Foreign Body","Females","80 to 84","3,759","3,984,204","94.35","--"
"Unintentional (Includes undetermined)","Foreign Body","Females","85+","5,546","3,911,019","141.80","--"
"Unintentional (Includes undetermined)","Foreign Body","Unknown","15 to 19","--","--","--","--"
"Unintentional (Includes undetermined)","Foreign Body","Unknown","20 to 24","--","--","--","--"
"Unintentional (Includes undetermined)","Foreign Body","Unknown","25 to 29","--","--","--","--"
"Unintentional (Includes undetermined)","Foreign Body","Unknown","30 to 34","--","--","--","--"
"Unintentional (Includes undetermined)","Foreign Body","Unknown","35 to 39","--","--","--","--"
"Unintentional (Includes undetermined)","Foreign Body","Unknown","45 to 49","--","--","--","--"
"Unintentional (Includes undetermined)","Foreign Body","Unknown","50 to 54","--","--","--","--"
"Unintentional (Includes undetermined)","BB / Pellet Gun","Males","0 to 4","--","9,459,399","--","--"
"Unintentional (Includes undetermined)","BB / Pellet Gun","Males","5 to 9","--","10,304,720","--","--"
"Unintentional (Includes undetermined)","BB / Pellet Gun","Males","10 to 14","--","10,667,918","--","--"
"Unintentional (Includes undetermined)","BB / Pellet Gun","Males","15 to 19","--","11,296,635","--","--"
"Unintentional (Includes undetermined)","BB / Pellet Gun","Males","20 to 24","--","11,126,811","--","--"
"Unintentional (Includes undetermined)","BB / Pellet Gun","Males","25 to 29","--","11,175,898","--","--"
"Unintentional (Includes undetermined)","BB / Pellet Gun","Males","30 to 34","--","11,883,289","--","--"
"Unintentional (Includes undetermined)","BB / Pellet Gun","Males","35 to 39","--","11,364,080","--","--"
"Unintentional (Includes undetermined)","BB / Pellet Gun","Males","40 to 44","--","10,998,156","--","--"
"Unintentional (Includes undetermined)","BB / Pellet Gun","Males","45 to 49","--","9,886,355","--","--"
"Unintentional (Includes undetermined)","BB / Pellet Gun","Males","50 to 54","--","10,300,754","--","--"
"Unintentional (Includes undetermined)","BB / Pellet Gun","Males","55 to 59","--","10,166,391","--","--"
"Unintentional (Includes undetermined)","BB / Pellet Gun","Males","60 to 64","--","10,337,454","--","--"
"Unintentional (Includes undetermined)","BB / Pellet Gun","Males","65 to 69","--","9,125,260","--","--"
"Unintentional (Includes undetermined)","BB / Pellet Gun","Males","80 to 84","--","2,996,476","--","--"
"Unintentional (Includes undetermined)","BB / Pellet Gun","Males","85+","--","2,283,961","--","--"
"Unintentional (Includes undetermined)","BB / Pellet Gun","Females","0 to 4","--","9,051,761","--","--"
"Unintentional (Includes undetermined)","BB / Pellet Gun","Females","5 to 9","--","9,848,037","--","--"
"Unintentional (Includes undetermined)","BB / Pellet Gun","Females","10 to 14","--","10,166,646","--","--"
"Unintentional (Includes undetermined)","BB / Pellet Gun","Females","15 to 19","--","10,778,845","--","--"
"Unintentional (Includes undetermined)","BB / Pellet Gun","Females","20 to 24","--","10,684,361","--","--"
"Unintentional (Includes undetermined)","BB / Pellet Gun","Females","25 to 29","--","10,842,462","--","--"
"Unintentional (Includes undetermined)","BB / Pellet Gun","Females","30 to 34","--","11,640,867","--","--"
"Unintentional (Includes undetermined)","BB / Pellet Gun","Females","35 to 39","--","11,142,564","--","--"
"Unintentional (Includes undetermined)","BB / Pellet Gun","Females","40 to 44","--","10,885,893","--","--"
"Unintentional (Includes undetermined)","BB / Pellet Gun","Females","55 to 59","--","10,439,866","--","--"
"Unintentional (Includes undetermined)","Firearmᵅ","Males","0 to 4","--","9,459,399","--","--"
"Unintentional (Includes undetermined)","Firearmᵅ","Males","5 to 9","--","10,304,720","--","--"
"Unintentional (Includes undetermined)","Firearmᵅ","Males","10 to 14","--","10,667,918","--","--"
"Unintentional (Includes undetermined)","Firearmᵅ","Males","15 to 19","4,478","11,296,635","39.64","--"
"Unintentional (Includes undetermined)","Firearmᵅ","Males","20 to 24","4,892","11,126,811","43.97","--"
"Unintentional (Includes undetermined)","Firearmᵅ","Males","25 to 29","4,290","11,175,898","38.38","--"
"Unintentional (Includes undetermined)","Firearmᵅ","Males","30 to 34","3,851","11,883,289","32.41","--"
"Unintentional (Includes undetermined)","Firearmᵅ","Males","35 to 39","2,922","11,364,080","25.71","--"
"Unintentional (Includes undetermined)","Firearmᵅ","Males","40 to 44","2,144","10,998,156","19.49","--"
"Unintentional (Includes undetermined)","Firearmᵅ","Males","45 to 49","1,847","9,886,355","18.68","--"
"Unintentional (Includes undetermined)","Firearmᵅ","Males","50 to 54","--","10,300,754","--","--"
"Unintentional (Includes undetermined)","Firearmᵅ","Males","55 to 59","1,300","10,166,391","12.79","--"
"Unintentional (Includes undetermined)","Firearmᵅ","Males","60 to 64","--","10,337,454","--","--"
"Unintentional (Includes undetermined)","Firearmᵅ","Males","65 to 69","--","9,125,260","--","--"
"Unintentional (Includes undetermined)","Firearmᵅ","Males","70 to 74","--","7,209,820","--","--"
"Unintentional (Includes undetermined)","Firearmᵅ","Males","75 to 79","--","5,166,023","--","--"
"Unintentional (Includes undetermined)","Firearmᵅ","Males","80 to 84","--","2,996,476","--","--"
"Unintentional (Includes undetermined)","Firearmᵅ","Males","85+","--","2,283,961","--","--"
"Unintentional (Includes undetermined)","Firearmᵅ","Males","Unknown","--","--","--","--"
"Unintentional (Includes undetermined)","Firearmᵅ","Females","0 to 4","--","9,051,761","--","--"
"Unintentional (Includes undetermined)","Firearmᵅ","Females","5 to 9","--","9,848,037","--","--"
"Unintentional (Includes undetermined)","Firearmᵅ","Females","15 to 19","--","10,778,845","--","--"
"Unintentional (Includes undetermined)","Firearmᵅ","Females","20 to 24","--","10,684,361","--","--"
"Unintentional (Includes undetermined)","Firearmᵅ","Females","25 to 29","--","10,842,462","--","--"
"Unintentional (Includes undetermined)","Firearmᵅ","Females","30 to 34","--","11,640,867","--","--"
"Unintentional (Includes undetermined)","Firearmᵅ","Females","35 to 39","--","11,142,564","--","--"
"Unintentional (Includes undetermined)","Firearmᵅ","Females","40 to 44","--","10,885,893","--","--"
"Unintentional (Includes undetermined)","Firearmᵅ","Females","45 to 49","--","9,930,655","--","--"
"Unintentional (Includes undetermined)","Firearmᵅ","Females","50 to 54","--","10,376,017","--","--"
"Unintentional (Includes undetermined)","Firearmᵅ","Females","55 to 59","--","10,439,866","--","--"
"Unintentional (Includes undetermined)","Firearmᵅ","Females","60 to 64","--","10,910,700","--","--"
"Unintentional (Includes undetermined)","Firearmᵅ","Females","65 to 69","--","10,025,468","--","--"
"Unintentional (Includes undetermined)","Firearmᵅ","Females","70 to 74","--","8,324,736","--","--"
"Unintentional (Includes undetermined)","Firearmᵅ","Females","75 to 79","--","6,221,394","--","--"
"Unintentional (Includes undetermined)","Inhalation / Suffocation","Males","0 to 4","8,675","9,459,399","91.71","--"
"Unintentional (Includes undetermined)","Inhalation / Suffocation","Males","5 to 9","1,499","10,304,720","14.55","--"
"Unintentional (Includes undetermined)","Inhalation / Suffocation","Males","10 to 14","1,293","10,667,918","12.12","--"
"Unintentional (Includes undetermined)","Inhalation / Suffocation","Males","15 to 19","--","11,296,635","--","--"
"Unintentional (Includes undetermined)","Inhalation / Suffocation","Males","20 to 24","--","11,126,811","--","--"
"Unintentional (Includes undetermined)","Inhalation / Suffocation","Males","25 to 29","--","11,175,898","--","--"
"Unintentional (Includes undetermined)","Inhalation / Suffocation","Males","30 to 34","--","11,883,289","--","--"
"Unintentional (Includes undetermined)","Inhalation / Suffocation","Males","35 to 39","--","11,364,080","--","--"
"Unintentional (Includes undetermined)","Inhalation / Suffocation","Males","40 to 44","--","10,998,156","--","--"
"Unintentional (Includes undetermined)","Inhalation / Suffocation","Males","45 to 49","--","9,886,355","--","--"
"Unintentional (Includes undetermined)","Inhalation / Suffocation","Males","50 to 54","1,249","10,300,754","12.13","--"
"Unintentional (Includes undetermined)","Inhalation / Suffocation","Males","55 to 59","1,420","10,166,391","13.97","--"
"Unintentional (Includes undetermined)","Inhalation / Suffocation","Males","60 to 64","1,830","10,337,454","17.70","--"
"Unintentional (Includes undetermined)","Inhalation / Suffocation","Males","65 to 69","1,773","9,125,260","19.42","--"
"Unintentional (Includes undetermined)","Inhalation / Suffocation","Males","70 to 74","--","7,209,820","--","--"
"Unintentional (Includes undetermined)","Inhalation / Suffocation","Males","75 to 79","--","5,166,023","--","--"
"Unintentional (Includes undetermined)","Inhalation / Suffocation","Males","80 to 84","1,600","2,996,476","53.41","--"
"Unintentional (Includes undetermined)","Inhalation / Suffocation","Males","85+","1,415","2,283,961","61.95","--"
"Unintentional (Includes undetermined)","Inhalation / Suffocation","Females","0 to 4","7,367","9,051,761","81.39","--"
"Unintentional (Includes undetermined)","Inhalation / Suffocation","Females","5 to 9","--","9,848,037","--","--"
"Unintentional (Includes undetermined)","Inhalation / Suffocation","Females","10 to 14","--","10,166,646","--","--"
"Unintentional (Includes undetermined)","Inhalation / Suffocation","Females","15 to 19","--","10,778,845","--","--"
"Unintentional (Includes undetermined)","Inhalation / Suffocation","Females","20 to 24","--","10,684,361","--","--"
"Unintentional (Includes undetermined)","Inhalation / Suffocation","Females","25 to 29","--","10,842,462","--","--"
"Unintentional (Includes undetermined)","Inhalation / Suffocation","Females","30 to 34","--","11,640,867","--","--"
"Unintentional (Includes undetermined)","Inhalation / Suffocation","Females","35 to 39","--","11,142,564","--","--"
"Unintentional (Includes undetermined)","Inhalation / Suffocation","Females","40 to 44","--","10,885,893","--","--"
"Unintentional (Includes undetermined)","Inhalation / Suffocation","Females","45 to 49","--","9,930,655","--","--"
"Unintentional (Includes undetermined)","Inhalation / Suffocation","Females","50 to 54","1,632","10,376,017","15.73","--"
"Unintentional (Includes undetermined)","Inhalation / Suffocation","Females","55 to 59","--","10,439,866","--","--"
"Unintentional (Includes undetermined)","Inhalation / Suffocation","Females","60 to 64","1,722","10,910,700","15.79","--"
"Unintentional (Includes undetermined)","Inhalation / Suffocation","Females","65 to 69","2,569","10,025,468","25.62","--"
"Unintentional (Includes undetermined)","Inhalation / Suffocation","Females","70 to 74","1,612","8,324,736","19.36","--"
"Unintentional (Includes undetermined)","Inhalation / Suffocation","Females","75 to 79","--","6,221,394","--","--"
"Unintentional (Includes undetermined)","Inhalation / Suffocation","Females","80 to 84","1,967","3,984,204","49.38","--"
"Unintentional (Includes undetermined)","Inhalation / Suffocation","Females","85+","2,994","3,911,019","76.55","--"
"Unintentional (Includes undetermined)","Machinery","Males","0 to 4","--","9,459,399","--","--"
"Unintentional (Includes undetermined)","Machinery","Males","5 to 9","--","10,304,720","--","--"
"Unintentional (Includes undetermined)","Machinery","Males","10 to 14","--","10,667,918","--","--"
"Unintentional (Includes undetermined)","Machinery","Males","15 to 19","3,486","11,296,635","30.86","--"
"Unintentional (Includes undetermined)","Machinery","Males","20 to 24","5,928","11,126,811","53.28","--"
"Unintentional (Includes undetermined)","Machinery","Males","25 to 29","6,327","11,175,898","56.62","--"
"Unintentional (Includes undetermined)","Machinery","Males","30 to 34","8,378","11,883,289","70.50","--"
"Unintentional (Includes undetermined)","Machinery","Males","35 to 39","7,609","11,364,080","66.96","--"
"Unintentional (Includes undetermined)","Machinery","Males","40 to 44","8,031","10,998,156","73.02","--"
"Unintentional (Includes undetermined)","Machinery","Males","45 to 49","7,018","9,886,355","70.99","--"
"Unintentional (Includes undetermined)","Machinery","Males","50 to 54","7,684","10,300,754","74.60","--"
"Unintentional (Includes undetermined)","Machinery","Males","55 to 59","8,331","10,166,391","81.95","--"
"Unintentional (Includes undetermined)","Machinery","Males","60 to 64","7,809","10,337,454","75.54","--"
"Unintentional (Includes undetermined)","Machinery","Males","65 to 69","5,781","9,125,260","63.36","--"
"Unintentional (Includes undetermined)","Machinery","Males","70 to 74","5,292","7,209,820","73.39","--"
"Unintentional (Includes undetermined)","Machinery","Males","75 to 79","4,047","5,166,023","78.34","--"
"Unintentional (Includes undetermined)","Machinery","Males","80 to 84","1,781","2,996,476","59.44","--"
"Unintentional (Includes undetermined)","Machinery","Males","85+","--","2,283,961","--","--"
"Unintentional (Includes undetermined)","Machinery","Females","0 to 4","--","9,051,761","--","--"
"Unintentional (Includes undetermined)","Machinery","Females","5 to 9","--","9,848,037","--","--"
